StudentID,grad_year,sex,first_gen,admit_type,terms_enrl_ct,studied_away,major_ct,major1,major2,major3,major1_division,major2_division,major3_division,maj_Art,maj_Music,maj_TheaterDance,maj_AsianLanguagesCultures,maj_Classics,maj_English,maj_French,maj_German,maj_Russian,maj_History,maj_Linguistics,maj_Philosophy,maj_ReligiousStudies,maj_SpanishPortuguese,maj_AmericanStudies,maj_EducationalStudies,maj_EnvironmentalStudies,maj_InternationalStudies,maj_LatinAmericanStudies,maj_MediaCulturalStudies,maj_WomenGenderSexualityStudies,maj_Biology,maj_Chemistry,maj_Geology,maj_Mathematics,maj_NeuroscienceStudies,maj_Physics,maj_ComputerScience,maj_Anthropology,maj_Economics,maj_Geography,maj_PoliticalScience,maj_Psychology,maj_Sociology,concentration_ct,Conc1Desc,Conc2Desc,prefix_count,tot_enroll_ct,FineArts_count,Humanities_count,Interdisciplinary_count,NatScienceandMath_count,SocialSciences_count,NonDivisional_count,FineArts_3orfewer,Humanities_3orfewer,Interdisciplinary_3orfewer,NatScienceandMath_3orfewer,SocialSciences_3orfewer
593,2014-15,F, ,FYR,8,1,2,Environmental Studies,Political Science, ,Interdisciplinary,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,9,33,1,3,15,0,11,3,1,1,0,1,0
594,2014-15,F, ,FYR,8,1,1,Music, , ,Fine Arts, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,9,54,44,2,3,2,1,2,0,1,1,1,1
595,2014-15,M, ,FYR,8,1,2,Mathematics,Physics, ,Natural Sciences and Mathematics,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0, , ,10,35,2,4,1,24,1,3,1,0,1,0,1
596,2014-15,F, ,FYR,8,1,1,Anthropology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, , ,19,36,3,7,5,8,10,3,1,0,0,0,0
597,2014-15,F, ,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,34,1,9,0,19,5,0,1,0,1,0,0
598,2014-15,M, ,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,34,1,5,8,13,6,1,1,0,0,0,0
599,2015-16,M, ,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,30,1,12,7,3,3,4,1,0,0,1,1
600,2014-15,M, ,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,7,30,1,7,0,18,4,0,1,0,1,0,0
601,2014-15,F, ,FYR,8,1,1,Latin American Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,14,34,2,7,9,8,5,3,1,0,0,0,0
602,2014-15,F, ,FYR,8,0,2,Mathematics,Computer Science, ,Natural Sciences and Mathematics,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0, , ,13,41,3,3,1,27,5,2,1,1,1,0,0
603,2014-15,F, ,FYR,8,0,1,Economics, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,8,31,1,4,3,7,15,1,1,0,1,0,0
604,2014-15,M, ,FYR,8,1,1,Spanish/Portuguese (prior Hispanic Studies), , ,Humanities, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,15,33,3,22,2,2,3,1,1,0,1,1,1
605,2014-15,F, ,FYR,8,0,1,English, , ,Humanities, , ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,35,2,26,0,3,1,3,1,0,1,1,1
606,2014-15,F, ,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,37,4,17,8,1,3,4,0,0,0,1,1
607,2014-15,F, ,FYR,8,0,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,11,32,0,4,2,8,16,2,1,0,1,0,0
608,2014-15,F, ,FYR,8,1,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Community & Global Health, ,13,34,0,7,2,2,16,7,1,0,1,1,0
609,2014-15,F, ,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,33,1,4,0,20,7,1,1,0,1,0,0
610,2014-15,F, ,FYR,8,1,1,Environmental Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,38,1,4,15,1,10,7,1,0,0,1,0
611,2014-15,M, ,FYR,8,0,1,Chemistry, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,34,1,6,1,25,1,0,1,0,1,0,1
612,2014-15,F, ,FYR,8,0,2,Sociology,Classics, ,Social Sciences,Humanities, ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Legal Studies, ,9,34,1,16,3,1,12,1,1,0,1,1,0
613,2014-15,M, ,FYR,8,0,2,Economics,Mathematics, ,Social Sciences,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0, , ,10,37,3,4,1,8,18,3,1,0,1,0,0
614,2014-15,F, ,FYR,8,1,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , ,13,31,1,10,1,3,13,3,1,0,1,1,0
615,2014-15,F, ,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,35,1,11,0,18,3,2,1,0,1,0,1
616,2014-15,M, ,FYR,8,1,1,Media and Cultural Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,30,4,3,15,6,2,0,0,1,0,0,1
617,2014-15,M, ,FYR,8,0,1,Economics, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,9,33,1,2,0,19,10,1,1,1,1,0,0
618,2014-15,M, ,FYR,8,0,1,Geology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , ,13,34,2,5,2,21,3,1,1,0,1,0,1
619,2014-15,F, ,FYR,8,1,1,Geology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , ,11,40,11,5,0,22,2,0,0,0,1,0,1
620,2014-15,F, ,FYR,8,1,2,Music,Chemistry, ,Fine Arts,Natural Sciences and Mathematics, ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,60,38,2,1,17,2,0,0,1,1,0,1
621,2014-15,M, ,FYR,8,0,2,Biology,Chemistry, ,Natural Sciences and Mathematics,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,39,1,2,1,29,2,4,1,1,1,0,1
622,2014-15,F, ,FYR,8,1,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Urban Studies, ,15,34,1,9,2,3,16,3,1,0,1,1,0
623,2014-15,M, ,FYR,8,1,1,Environmental Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,9,33,1,5,11,12,3,1,1,0,0,0,1
624,2014-15,F, ,FYR,8,0,1,Mathematics, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, , ,12,33,1,6,0,23,2,1,1,0,1,0,1
625,2014-15,F, ,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Community & Global Health, ,13,35,3,6,9,3,10,4,1,0,0,1,0
626,2014-15,F, ,FYR,8,1,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,18,37,2,10,4,4,14,3,1,0,0,0,0
627,2014-15,M, ,FYR,8,1,2,Religious Studies,International Studies, ,Humanities,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,34,2,18,8,3,2,1,1,0,0,1,1
628,2014-15,F, ,FYR,8,1,3,International Studies,Political Science,Classics,Interdisciplinary,Social Sciences,Humanities,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Middle East St Islamic Civ, ,9,35,1,14,6,2,10,2,1,0,0,1,0
629,2014-15,F, ,FYR,8,0,1,Neuroscience Studies, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, , ,13,35,1,6,0,20,7,1,1,0,1,0,0
630,2014-15,M, ,FYR,8,1,1,Anthropology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,African Studies, ,14,34,3,6,3,3,16,3,1,0,1,1,0
631,2014-15,F, ,FYR,8,1,1,Latin American Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,16,41,7,9,8,2,7,8,0,0,0,1,0
632,2014-15,F, ,FYR,8,0,2,Political Science,Geography, ,Social Sciences,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Urban Studies, ,14,36,1,2,3,4,21,5,1,1,1,0,0
633,2014-15,F, ,FYR,8,1,1,Mathematics, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Community & Global Health, ,14,33,1,2,2,24,3,1,1,1,1,0,1
634,2014-15,F, ,FYR,8,0,1,American Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,33,1,7,20,1,3,1,1,0,0,1,1
635,2014-15,F, ,FYR,8,1,2,Latin American Studies,Anthropology, ,Interdisciplinary,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, , ,11,38,0,6,7,5,15,5,1,0,0,0,0
636,2014-15,F, ,FYR,8,0,1,Neuroscience Studies, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, , ,12,38,7,6,1,17,7,0,0,0,1,0,0
637,2014-15,F, ,FYR,8,0,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Community & Global Health, ,11,30,1,7,3,3,16,0,1,0,1,1,0
638,2014-15,F, ,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Human Rights & Humanitarianism, ,12,35,3,16,8,2,3,3,1,0,0,1,1
639,2014-15,F, ,FYR,8,1,1,History, , ,Humanities, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,29,1,17,2,5,4,0,1,0,1,0,0
640,2014-15,F, ,FYR,8,1,1,Media and Cultural Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,32,6,7,9,3,4,3,0,0,0,1,0
641,2014-15,F, ,FYR,8,1,1,Media and Cultural Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,16,37,3,10,13,4,3,4,1,0,0,0,1
642,2014-15,F, ,FYR,8,1,1,Sociology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, , ,12,33,2,5,4,10,11,1,1,0,0,0,0
643,2014-15,F, ,FYR,8,0,1,Spanish/Portuguese (prior Hispanic Studies), , ,Humanities, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,28,1,14,1,9,2,1,1,0,1,0,1
644,2014-15,F, ,FYR,8,1,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Community & Global Health, ,16,41,5,5,10,3,13,5,0,0,0,1,0
645,2014-15,M, ,FYR,8,0,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Urban Studies, ,9,30,2,4,1,3,19,1,1,0,1,1,0
646,2014-15,M, ,FYR,8,0,1,Music, , ,Fine Arts, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,58,44,5,2,4,2,1,0,0,1,0,1
647,2014-15,F, ,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,35,0,9,0,19,5,2,1,0,1,0,0
648,2014-15,F, ,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,16,34,1,8,0,19,4,2,1,0,1,0,0
649,2014-15,F, ,FYR,8,1,1,Environmental Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,African Studies, ,11,37,1,5,13,2,9,7,1,0,0,1,0
650,2014-15,M, ,FYR,8,1,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,15,35,3,7,3,5,11,6,1,0,1,0,0
651,2014-15,M, ,FYR,8,1,1,Media and Cultural Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Critical Theory, ,13,37,5,10,10,8,2,2,0,0,0,0,1
652,2014-15,F, ,FYR,8,1,1,Religious Studies, , ,Humanities, , ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,14,54,28,11,4,2,3,6,0,0,0,1,1
653,2014-15,M, ,FYR,8,0,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , ,12,33,3,5,1,11,13,0,1,0,1,0,0
654,2014-15,F, ,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Community & Global Health, ,14,40,9,2,3,18,7,1,0,1,1,0,0
655,2014-15,M, ,FYR,8,0,1,Religious Studies, , ,Humanities, , ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Critical Theory, ,13,33,0,22,4,3,3,1,1,0,0,1,1
656,2014-15,M, ,FYR,8,1,1,Economics, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,10,35,1,9,4,2,16,3,1,0,0,1,0
657,2014-15,F, ,FYR,8,1,2,International Studies,French, ,Interdisciplinary,Humanities, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,15,37,1,12,7,3,6,8,1,0,0,1,0
658,2014-15,F, ,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,35,1,7,1,19,3,4,1,0,1,0,1
659,2014-15,M, ,FYR,8,1,1,Art, , ,Fine Arts, , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,33,11,12,6,2,0,2,0,0,0,1,1
660,2014-15,F, ,FYR,8,0,1,Theater and Dance, , ,Fine Arts, , ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,39,21,7,7,2,1,1,0,0,0,1,1
661,2014-15,F, ,FYR,8,1,1,Anthropology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,African Studies,Community & Global Health,17,38,0,5,2,4,20,7,1,0,1,0,0
662,2014-15,M, ,FYR,8,1,2,International Studies,Anthropology, ,Interdisciplinary,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, , ,11,33,1,4,8,1,15,4,1,0,0,1,0
663,2014-15,F, ,FYR,8,1,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , ,11,33,0,7,10,1,12,3,1,0,0,1,0
664,2014-15,M, ,FYR,8,0,1,Music, , ,Fine Arts, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,8,45,34,4,0,4,3,0,0,0,1,0,1
665,2014-15,F, ,FYR,8,1,1,American Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,14,35,3,3,20,3,3,3,1,1,0,1,1
666,2014-15,F, ,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,33,1,13,1,15,3,0,1,0,1,0,1
667,2014-15,F, ,FYR,8,1,1,Economics, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Human Rights & Humanitarianism,International Development,15,38,3,3,5,2,17,8,1,1,0,1,0
668,2014-15,F, ,FYR,8,0,2,Geology,American Studies, ,Natural Sciences and Mathematics,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , ,11,31,2,3,8,15,3,0,1,1,0,0,1
669,2014-15,F, ,FYR,8,1,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,14,37,4,3,4,11,14,1,0,1,0,0,0
670,2014-15,M, ,FYR,8,0,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Urban Studies, ,14,36,2,3,4,2,23,2,1,1,0,1,0
671,2014-15,F, ,FYR,8,0,1,Linguistics, , ,Humanities, , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,34,1,24,0,2,4,3,1,0,1,1,0
672,2014-15,M, ,FYR,8,0,2,Geology,Geography, ,Natural Sciences and Mathematics,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0, , ,13,53,18,4,2,16,12,1,0,0,1,0,0
673,2014-15,M, ,FYR,8,0,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Community & Global Health, ,12,34,1,7,9,4,8,5,1,0,0,0,0
674,2014-15,F, ,FYR,8,1,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , ,9,36,0,10,5,1,14,6,1,0,0,1,0
675,2014-15,F, ,FYR,8,1,2,Art,Environmental Studies, ,Fine Arts,Interdisciplinary, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,33,12,3,11,2,2,3,0,1,0,1,1
676,2014-15,F, ,FYR,8,0,1,Mathematics, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, , ,12,47,21,2,2,17,2,3,0,1,1,0,1
677,2014-15,F, ,FYR,8,1,1,Physics, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,11,42,7,5,1,25,2,2,0,0,1,0,1
678,2014-15,M, ,FYR,8,0,2,Economics,Mathematics, ,Social Sciences,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0, , ,10,36,1,6,2,13,10,4,1,0,1,0,0
679,2014-15,M, ,FYR,8,0,2,Religious Studies,Media and Cultural Studies, ,Humanities,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Critical Theory, ,12,34,1,16,10,3,1,3,1,0,0,1,1
680,2014-15,M, ,FYR,8,1,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,34,1,7,3,15,6,2,1,0,1,0,0
681,2014-15,M, ,FYR,8,1,1,Religious Studies, , ,Humanities, , ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,14,34,2,14,2,2,11,3,1,0,1,1,0
682,2014-15,F, ,FYR,8,1,1,Theater and Dance, , ,Fine Arts, , ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,42,27,6,7,1,0,1,0,0,0,1,1
683,2014-15,F, ,FYR,8,1,2,Political Science,International Studies, ,Social Sciences,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Human Rights & Humanitarianism, ,14,35,1,7,7,2,15,3,1,0,0,1,0
684,2014-15,M, ,FYR,8,1,1,Physics, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,13,35,1,4,1,21,3,5,1,0,1,0,1
